2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:37		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:38		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:39		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:40		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:41		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:42		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:43		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:44		 hypothyroid_21012019_034556.csv: File loaded successfully!!
